damage_class,road_type,relative_bbox_area,cluster_count,priority
Longitudinal,major_district_road,0.109,1,LOW
Alligator,city_road,0.126,3,LOW
Pothole,city_road,0.243,1,MEDIUM
Transverse,state_highway,0.1210737347819749,1,MEDIUM
Transverse,national_highway,0.06739640994279131,1,MEDIUM
Pothole,major_district_road,0.097,3,MEDIUM
Longitudinal,city_road,0.066,4,LOW
Pothole,major_district_road,0.223,2,MEDIUM
Pothole,major_district_road,0.051,1,MEDIUM
Pothole,city_road,0.152,3,MEDIUM
Transverse,state_highway,0.187,3,MEDIUM
Alligator,city_road,0.04,3,LOW
Transverse,major_district_road,0.251,1,LOW
Pothole,city_road,0.256,1,MEDIUM
Pothole,city_road,0.215,2,MEDIUM
Pothole,city_road,0.342,4,MEDIUM
Pothole,rural_road,0.444,2,LOW
Longitudinal,city_road,0.108,1,LOW
Transverse,city_road,0.311,1,LOW
Pothole,city_road,0.16440210680921782,1,MEDIUM
Pothole,major_district_road,0.132,1,MEDIUM
Transverse,city_road,0.015,2,LOW
Alligator,major_district_road,0.197,2,MEDIUM
Alligator,city_road,0.152,1,LOW
Pothole,city_road,0.245,5,MEDIUM
Alligator,state_highway,0.281,3,HIGH
Alligator,city_road,0.152,1,LOW
Pothole,city_road,0.063,6,MEDIUM
Alligator,city_road,0.146,1,LOW
Pothole,city_road,0.228,1,MEDIUM
Transverse,major_district_road,0.173,1,LOW
Longitudinal,city_road,0.23,3,LOW
Longitudinal,city_road,0.053,3,LOW
Pothole,city_road,0.027,2,MEDIUM
Transverse,rural_road,0.04113697963860641,1,LOW
Pothole,rural_road,0.158,1,LOW
Pothole,major_district_road,0.104,3,MEDIUM
Alligator,city_road,0.081,2,MEDIUM
Transverse,rural_road,0.209,3,LOW
Longitudinal,city_road,0.078,3,LOW
Pothole,major_district_road,0.107,1,MEDIUM
Alligator,city_road,0.147,3,LOW
Pothole,rural_road,0.0957321695186261,5,LOW
Alligator,major_district_road,0.093,2,MEDIUM
Pothole,state_highway,0.106,3,HIGH
Alligator,state_highway,0.22,2,HIGH
Pothole,city_road,0.145,1,MEDIUM
Alligator,city_road,0.047176299015172264,3,LOW
Alligator,major_district_road,0.03,1,MEDIUM
Pothole,major_district_road,0.11766074936209264,4,HIGH
Alligator,state_highway,0.060402398721983316,1,MEDIUM
Alligator,city_road,0.025,3,LOW
Alligator,city_road,0.076,3,LOW
Pothole,city_road,0.221,1,MEDIUM
Alligator,city_road,0.04896373684258429,5,MEDIUM
Transverse,state_highway,0.294,6,MEDIUM
Pothole,major_district_road,0.164,2,MEDIUM
Longitudinal,major_district_road,0.047546569113887605,1,LOW
Alligator,national_highway,0.04,3,HIGH
Transverse,city_road,0.13826350700270973,1,MEDIUM
Pothole,national_highway,0.313,1,HIGH
Pothole,city_road,0.089,4,MEDIUM
Alligator,state_highway,0.055,3,HIGH
Alligator,city_road,0.019,6,MEDIUM
Alligator,city_road,0.1,1,LOW
Alligator,city_road,0.176,2,LOW
Pothole,rural_road,0.061,6,LOW
Transverse,state_highway,0.285,1,MEDIUM
Pothole,national_highway,0.08602951904849959,3,HIGH
Pothole,rural_road,0.169,1,LOW
Pothole,city_road,0.151,4,MEDIUM
Alligator,national_highway,0.192,3,HIGH
Alligator,rural_road,0.271,2,LOW
Transverse,major_district_road,0.205,1,LOW
Alligator,city_road,0.1531584263980375,3,MEDIUM
Alligator,city_road,0.106,1,LOW
Pothole,city_road,0.103,1,MEDIUM
Transverse,city_road,0.24,1,LOW
Alligator,city_road,0.104,3,LOW
Longitudinal,city_road,0.07379508087387768,4,LOW
Alligator,rural_road,0.089,1,LOW
Alligator,major_district_road,0.13,5,MEDIUM
Alligator,national_highway,0.096,2,HIGH
Longitudinal,major_district_road,0.471,2,LOW
Alligator,city_road,0.082,1,LOW
Transverse,national_highway,0.07746000725407952,4,MEDIUM
Pothole,city_road,0.062,1,LOW
Transverse,city_road,0.12022373630810083,3,LOW
Pothole,major_district_road,0.12403532815006488,2,MEDIUM
Pothole,national_highway,0.11965998022967822,3,HIGH
Alligator,city_road,0.233,2,LOW
Longitudinal,major_district_road,0.214,3,LOW
Transverse,state_highway,0.125,1,LOW
Pothole,rural_road,0.129,1,LOW
Transverse,city_road,0.295,3,LOW
Longitudinal,major_district_road,0.195,2,LOW
Alligator,city_road,0.255,1,LOW
Alligator,major_district_road,0.033,3,MEDIUM
Alligator,state_highway,0.228,1,HIGH
Alligator,major_district_road,0.254,1,MEDIUM
Pothole,city_road,0.07437717266453021,1,LOW
Pothole,major_district_road,0.246,2,MEDIUM
Pothole,national_highway,0.066,1,HIGH
Pothole,national_highway,0.265,3,HIGH
Alligator,major_district_road,0.127,1,MEDIUM
Pothole,city_road,0.14833393579431725,3,MEDIUM
Alligator,city_road,0.185,3,MEDIUM
Alligator,city_road,0.021190001955762105,4,MEDIUM
Alligator,city_road,0.12,2,LOW
Alligator,major_district_road,0.24,4,MEDIUM
Pothole,city_road,0.133,3,MEDIUM
Pothole,state_highway,0.307,2,HIGH
Pothole,major_district_road,0.21,2,MEDIUM
Longitudinal,city_road,0.037,1,LOW
Longitudinal,state_highway,0.153,3,LOW
Pothole,city_road,0.105,1,MEDIUM
Alligator,city_road,0.226,3,MEDIUM
Alligator,major_district_road,0.203,1,LOW
Alligator,city_road,0.079,3,MEDIUM
Pothole,rural_road,0.172,2,LOW
Longitudinal,major_district_road,0.116,4,LOW
Transverse,city_road,0.05669431355961418,3,LOW
Alligator,city_road,0.10268987662931424,2,LOW
Transverse,major_district_road,0.155,3,MEDIUM
Transverse,major_district_road,0.148,1,LOW
Alligator,rural_road,0.466,3,LOW
Longitudinal,city_road,0.435,2,LOW
Alligator,city_road,0.047,3,MEDIUM
Pothole,major_district_road,0.253,3,MEDIUM
Longitudinal,city_road,0.195,2,LOW
Longitudinal,city_road,0.15129461471351147,2,LOW
Pothole,rural_road,0.051716841110413116,1,LOW
Pothole,city_road,0.36,1,MEDIUM
Alligator,city_road,0.319,2,MEDIUM
Pothole,national_highway,0.11907917216344314,3,HIGH
Alligator,state_highway,0.064,3,HIGH
Alligator,major_district_road,0.179,2,LOW
Pothole,city_road,0.304,2,MEDIUM
Pothole,city_road,0.045,2,MEDIUM
Pothole,city_road,0.045,1,LOW
Alligator,major_district_road,0.103,3,LOW
Longitudinal,rural_road,0.12214901365566433,3,LOW
Longitudinal,city_road,0.122,4,LOW
Transverse,city_road,0.069,1,LOW
Alligator,major_district_road,0.133,1,MEDIUM
Alligator,city_road,0.014,1,LOW
Alligator,city_road,0.08068754493818542,1,LOW
Alligator,city_road,0.074,4,MEDIUM
Alligator,major_district_road,0.071,2,MEDIUM
Pothole,city_road,0.072,2,MEDIUM
Pothole,major_district_road,0.121,4,MEDIUM
Pothole,city_road,0.19,2,MEDIUM
Pothole,major_district_road,0.086,1,MEDIUM
Pothole,state_highway,0.022,1,HIGH
Pothole,major_district_road,0.2432879475913512,5,HIGH
Pothole,major_district_road,0.0346560332945858,1,LOW
Pothole,major_district_road,0.181,5,HIGH
Alligator,major_district_road,0.154,1,MEDIUM
Alligator,city_road,0.397,1,MEDIUM
Transverse,national_highway,0.083,1,MEDIUM
Pothole,major_district_road,0.15,2,MEDIUM
Pothole,rural_road,0.061,1,LOW
Transverse,major_district_road,0.186,2,LOW
Transverse,major_district_road,0.011763069825008306,4,LOW
Longitudinal,major_district_road,0.048,2,LOW
Pothole,major_district_road,0.346,1,MEDIUM
Pothole,city_road,0.151,1,MEDIUM
Alligator,national_highway,0.202,3,HIGH
Transverse,national_highway,0.23263767731325874,3,MEDIUM
Longitudinal,city_road,0.18,4,LOW
Alligator,city_road,0.04559049639017514,2,LOW
Alligator,city_road,0.074,4,MEDIUM
Alligator,city_road,0.07,1,LOW
Pothole,city_road,0.17823678415881575,2,MEDIUM
Longitudinal,city_road,0.027,1,LOW
Longitudinal,state_highway,0.058,3,LOW
Alligator,rural_road,0.1992164199384016,2,LOW
Pothole,city_road,0.152,3,MEDIUM
Transverse,city_road,0.133,4,LOW
Transverse,rural_road,0.071,1,LOW
Transverse,national_highway,0.055,4,MEDIUM
Alligator,city_road,0.219,3,MEDIUM
Pothole,city_road,0.014,1,LOW
Longitudinal,major_district_road,0.107,1,LOW
Alligator,state_highway,0.102,1,MEDIUM
Pothole,city_road,0.112,1,MEDIUM
Pothole,national_highway,0.13899720952336458,2,HIGH
Pothole,major_district_road,0.189,1,MEDIUM
Longitudinal,city_road,0.203,1,LOW
Longitudinal,major_district_road,0.079,2,LOW
Alligator,state_highway,0.14400187293837613,4,HIGH
Pothole,state_highway,0.07,3,HIGH
Transverse,major_district_road,0.044,4,LOW
Pothole,rural_road,0.143,2,LOW
Pothole,city_road,0.109,2,MEDIUM
Transverse,major_district_road,0.289,3,LOW
Pothole,major_district_road,0.097,2,MEDIUM
Transverse,city_road,0.03,1,LOW
Transverse,state_highway,0.16678261602464334,1,HIGH
Alligator,major_district_road,0.08251399942850655,2,LOW
Pothole,major_district_road,0.12073628761794092,2,MEDIUM
Transverse,city_road,0.32,1,LOW
Pothole,city_road,0.063,3,MEDIUM
Pothole,city_road,0.105,3,MEDIUM
Pothole,city_road,0.0657434249380929,2,MEDIUM
Pothole,city_road,0.021,1,LOW
Alligator,city_road,0.101,3,LOW
Pothole,city_road,0.094,1,MEDIUM
Longitudinal,city_road,0.094,3,LOW
Transverse,major_district_road,0.052,1,LOW
Pothole,city_road,0.111,1,LOW
Transverse,major_district_road,0.24,3,LOW
Pothole,city_road,0.07871226010770269,2,MEDIUM
Alligator,city_road,0.021369364062835593,1,LOW
Pothole,city_road,0.15,1,MEDIUM
Alligator,city_road,0.049,3,LOW
Alligator,major_district_road,0.092,1,MEDIUM
Alligator,major_district_road,0.418,1,MEDIUM
Pothole,city_road,0.099,1,LOW
Pothole,city_road,0.091,1,MEDIUM
Pothole,rural_road,0.185,1,LOW
Pothole,state_highway,0.31,1,HIGH
Alligator,city_road,0.4,4,MEDIUM
Transverse,major_district_road,0.331,4,LOW
Alligator,national_highway,0.13950661595358932,2,HIGH
Pothole,major_district_road,0.119,1,MEDIUM
Alligator,state_highway,0.148,1,MEDIUM
Alligator,major_district_road,0.074,4,MEDIUM
Alligator,city_road,0.031,1,LOW
Pothole,city_road,0.289,3,MEDIUM
Longitudinal,city_road,0.051,6,LOW
Alligator,city_road,0.405,3,MEDIUM
Pothole,rural_road,0.195,1,LOW
Longitudinal,rural_road,0.235,1,LOW
Pothole,state_highway,0.0828260115513822,2,HIGH
Alligator,major_district_road,0.121,2,MEDIUM
Pothole,city_road,0.458,3,MEDIUM
Pothole,state_highway,0.265,1,HIGH
Transverse,city_road,0.01,1,LOW
Alligator,major_district_road,0.133,2,MEDIUM
Transverse,major_district_road,0.152,5,LOW
Alligator,major_district_road,0.154,3,MEDIUM
Pothole,major_district_road,0.122,4,MEDIUM
Alligator,city_road,0.03724214611085424,3,LOW
Pothole,city_road,0.07066577017418899,6,MEDIUM
Pothole,city_road,0.14,1,MEDIUM
Alligator,city_road,0.121,4,MEDIUM
Pothole,city_road,0.091,2,LOW
Alligator,city_road,0.18436959253859198,1,MEDIUM
Pothole,city_road,0.211,5,MEDIUM
Pothole,city_road,0.023,5,MEDIUM
Alligator,city_road,0.2273511889593507,3,MEDIUM
Pothole,city_road,0.048,1,LOW
Transverse,major_district_road,0.015632132258004076,1,LOW
Transverse,city_road,0.061,3,LOW
Alligator,city_road,0.17666899389129953,1,LOW
Longitudinal,city_road,0.171,1,LOW
Alligator,state_highway,0.016,2,MEDIUM
Pothole,city_road,0.0647273659906078,1,MEDIUM
Longitudinal,city_road,0.03583820627945923,3,LOW
Pothole,city_road,0.11924953011495781,2,LOW
Pothole,city_road,0.123,3,MEDIUM
Alligator,city_road,0.494,3,MEDIUM
Pothole,state_highway,0.055603922078667024,2,HIGH
Pothole,city_road,0.263,1,MEDIUM
Transverse,major_district_road,0.1,1,LOW
Alligator,rural_road,0.227,2,LOW
Longitudinal,city_road,0.033,3,LOW
Transverse,city_road,0.152,2,LOW
Longitudinal,city_road,0.137,3,LOW
Alligator,major_district_road,0.036,4,MEDIUM
Pothole,major_district_road,0.21,1,MEDIUM
Longitudinal,city_road,0.108,5,LOW
Transverse,city_road,0.265,4,LOW
Pothole,rural_road,0.198,2,LOW
Pothole,major_district_road,0.022,1,LOW
Pothole,city_road,0.147,1,MEDIUM
Alligator,national_highway,0.168,1,HIGH
Pothole,city_road,0.16289845067598918,1,MEDIUM
Alligator,major_district_road,0.249,2,MEDIUM
Longitudinal,national_highway,0.378,2,MEDIUM
Pothole,city_road,0.029,1,LOW
Pothole,state_highway,0.22,6,HIGH
Pothole,major_district_road,0.023,1,MEDIUM
Pothole,city_road,0.14,2,MEDIUM
Pothole,city_road,0.56,3,MEDIUM
Alligator,state_highway,0.205,5,HIGH
Transverse,city_road,0.08,5,LOW
Alligator,city_road,0.083,2,LOW
Alligator,city_road,0.11618627837062367,3,MEDIUM
Pothole,major_district_road,0.087,4,MEDIUM
Alligator,city_road,0.144,4,MEDIUM
Alligator,major_district_road,0.035,3,MEDIUM
Longitudinal,rural_road,0.096,2,LOW
Alligator,city_road,0.0779372068532362,3,MEDIUM
Pothole,state_highway,0.079,2,HIGH
Alligator,city_road,0.03378142113148613,1,LOW
Alligator,city_road,0.171,4,MEDIUM
Alligator,city_road,0.229,4,MEDIUM
Pothole,major_district_road,0.189,3,MEDIUM
Alligator,city_road,0.07805749810300103,1,LOW
Alligator,city_road,0.052,4,MEDIUM
Longitudinal,major_district_road,0.203,5,LOW
Pothole,city_road,0.07890301297469338,5,MEDIUM
Longitudinal,national_highway,0.18102123540153886,3,MEDIUM
Alligator,major_district_road,0.10922105136060646,2,MEDIUM
Alligator,city_road,0.276,1,LOW
Pothole,national_highway,0.04982768515174386,5,HIGH
Transverse,major_district_road,0.136,3,LOW
Alligator,city_road,0.033265527049849454,1,LOW
Pothole,national_highway,0.234,6,HIGH
Pothole,major_district_road,0.058006279482090646,3,MEDIUM
Longitudinal,city_road,0.0782743769136373,1,LOW
Alligator,city_road,0.122,2,LOW
Alligator,national_highway,0.08254887072748218,3,HIGH
Alligator,major_district_road,0.146,1,MEDIUM
Pothole,rural_road,0.187,1,LOW
Longitudinal,major_district_road,0.049,1,LOW
Transverse,city_road,0.204,3,LOW
Alligator,city_road,0.061,1,LOW
Pothole,state_highway,0.091,4,HIGH
Alligator,national_highway,0.283,2,HIGH
Pothole,city_road,0.043,3,MEDIUM
Alligator,state_highway,0.102,2,MEDIUM
Pothole,national_highway,0.169,4,HIGH
Pothole,major_district_road,0.03602543911097953,2,MEDIUM
Pothole,national_highway,0.082,2,HIGH
Alligator,rural_road,0.10791735881393674,3,LOW
Alligator,city_road,0.109,2,LOW
Longitudinal,state_highway,0.255,1,LOW
Alligator,city_road,0.268,2,LOW
Pothole,national_highway,0.194,1,HIGH
Alligator,city_road,0.396,1,LOW
Transverse,city_road,0.257,2,LOW
Longitudinal,major_district_road,0.039,6,LOW
Alligator,state_highway,0.034,2,MEDIUM
Transverse,major_district_road,0.243,2,LOW
Pothole,rural_road,0.12470480261599413,2,LOW
Transverse,state_highway,0.051,1,LOW
Pothole,major_district_road,0.235,3,MEDIUM
Pothole,national_highway,0.13373743571736985,1,HIGH
Pothole,major_district_road,0.211,1,MEDIUM
Alligator,major_district_road,0.01,4,MEDIUM
Longitudinal,city_road,0.174,1,LOW
Pothole,major_district_road,0.063,2,MEDIUM
Pothole,national_highway,0.06606088921378198,2,HIGH
Alligator,national_highway,0.12908905343641414,1,HIGH
Transverse,city_road,0.02,1,LOW
Alligator,rural_road,0.168,1,LOW
Alligator,major_district_road,0.113,5,MEDIUM
Longitudinal,rural_road,0.053,1,LOW
Transverse,city_road,0.022449036172714532,2,LOW
Pothole,city_road,0.034661171137969904,2,MEDIUM
Transverse,city_road,0.0854969448486109,1,LOW
Alligator,major_district_road,0.052658335689499625,3,MEDIUM
Pothole,state_highway,0.11772257792901152,1,HIGH
Pothole,city_road,0.049,1,LOW
Transverse,city_road,0.083,2,LOW
Longitudinal,city_road,0.3080865090074336,4,LOW
Transverse,city_road,0.125,3,LOW
Alligator,state_highway,0.099,1,MEDIUM
Pothole,city_road,0.084,1,LOW
Pothole,city_road,0.184,1,MEDIUM
Pothole,city_road,0.013,4,MEDIUM
Pothole,state_highway,0.034,4,HIGH
Longitudinal,city_road,0.09533463214064458,2,LOW
Alligator,city_road,0.038,5,MEDIUM
Pothole,national_highway,0.114,6,HIGH
Pothole,city_road,0.155,2,MEDIUM
Alligator,national_highway,0.191,1,HIGH
Transverse,national_highway,0.22,6,MEDIUM
Alligator,major_district_road,0.172,4,MEDIUM
Pothole,major_district_road,0.127,2,MEDIUM
Alligator,city_road,0.168,1,LOW
Alligator,major_district_road,0.11,1,MEDIUM
Transverse,state_highway,0.299,2,MEDIUM
Pothole,major_district_road,0.161,4,HIGH
Transverse,state_highway,0.106,4,MEDIUM
Pothole,city_road,0.421,1,MEDIUM
Pothole,city_road,0.078,2,MEDIUM
Pothole,national_highway,0.051,2,HIGH
Alligator,city_road,0.367,3,MEDIUM
Pothole,major_district_road,0.046857983343346385,1,MEDIUM
Pothole,major_district_road,0.14158720073400324,1,MEDIUM
Alligator,rural_road,0.228,1,LOW
Longitudinal,city_road,0.23,2,LOW
Longitudinal,city_road,0.036,2,LOW
Alligator,major_district_road,0.1,3,MEDIUM
Pothole,rural_road,0.05121271062170368,3,LOW
Transverse,city_road,0.143,3,LOW
Alligator,city_road,0.5,2,MEDIUM
Pothole,national_highway,0.168,5,HIGH
Pothole,national_highway,0.019,3,HIGH
Longitudinal,state_highway,0.115,1,LOW
Alligator,major_district_road,0.244,4,MEDIUM
Transverse,rural_road,0.139,1,LOW
Transverse,major_district_road,0.225,5,LOW
Longitudinal,city_road,0.268,1,LOW
Pothole,major_district_road,0.091,4,MEDIUM
Transverse,major_district_road,0.09187980653329343,7,LOW
Pothole,city_road,0.092,5,MEDIUM
Pothole,major_district_road,0.35,1,MEDIUM
Pothole,state_highway,0.44,4,HIGH
Transverse,major_district_road,0.253,1,LOW
Alligator,major_district_road,0.215,1,MEDIUM
Alligator,city_road,0.108,4,MEDIUM
Pothole,major_district_road,0.226,1,MEDIUM
Pothole,city_road,0.443,4,MEDIUM
Longitudinal,city_road,0.078,5,LOW
Longitudinal,national_highway,0.035,1,LOW
Transverse,major_district_road,0.073,3,LOW
Alligator,major_district_road,0.135,1,MEDIUM
Transverse,state_highway,0.07574631621164873,2,MEDIUM
Alligator,city_road,0.125,1,LOW
Pothole,major_district_road,0.09,4,MEDIUM
Pothole,major_district_road,0.10331526374716084,1,MEDIUM
Alligator,city_road,0.103,3,LOW
Transverse,city_road,0.021,3,LOW
Transverse,major_district_road,0.157,3,LOW
Transverse,major_district_road,0.184,2,MEDIUM
Pothole,city_road,0.08382479717621433,4,MEDIUM
Alligator,city_road,0.077,1,LOW
Pothole,city_road,0.191,1,MEDIUM
Pothole,state_highway,0.122,4,HIGH
Transverse,national_highway,0.11,2,MEDIUM
Pothole,city_road,0.161,3,MEDIUM
Transverse,major_district_road,0.07,2,LOW
Pothole,city_road,0.0607138707390616,4,MEDIUM
Alligator,state_highway,0.085,3,HIGH
Pothole,city_road,0.42,5,MEDIUM
Pothole,city_road,0.186,3,MEDIUM
Pothole,national_highway,0.344,4,HIGH
Transverse,city_road,0.126,3,LOW
Pothole,major_district_road,0.108,1,MEDIUM
Pothole,city_road,0.187,4,MEDIUM
Transverse,state_highway,0.204,2,MEDIUM
Pothole,city_road,0.218,2,LOW
Pothole,major_district_road,0.017837712293552466,5,MEDIUM
Alligator,city_road,0.313,3,MEDIUM
Transverse,city_road,0.174,3,LOW
Longitudinal,state_highway,0.141,1,LOW
Longitudinal,city_road,0.052,1,LOW
Longitudinal,rural_road,0.054,3,LOW
Alligator,city_road,0.167,5,MEDIUM
Alligator,state_highway,0.345,1,HIGH
Pothole,major_district_road,0.024,2,MEDIUM
Pothole,major_district_road,0.07298994893897076,2,MEDIUM
Pothole,city_road,0.251,2,LOW
Longitudinal,national_highway,0.206,4,MEDIUM
Pothole,national_highway,0.169,3,HIGH
Pothole,rural_road,0.103,3,LOW
Pothole,city_road,0.07896177439877788,3,MEDIUM
Alligator,major_district_road,0.187,1,MEDIUM
Alligator,major_district_road,0.137,6,MEDIUM
Alligator,city_road,0.063,4,MEDIUM
Pothole,city_road,0.22,8,MEDIUM
Alligator,national_highway,0.01,1,MEDIUM
Alligator,state_highway,0.057,1,MEDIUM
Longitudinal,state_highway,0.114,3,MEDIUM
Pothole,city_road,0.296,1,MEDIUM
Transverse,major_district_road,0.115,6,LOW
Transverse,city_road,0.268,1,LOW
Pothole,city_road,0.14016896007864776,4,MEDIUM
Pothole,city_road,0.279,1,MEDIUM
Alligator,major_district_road,0.06062699074934213,2,MEDIUM
Pothole,city_road,0.1,3,MEDIUM
Longitudinal,major_district_road,0.057,2,LOW
Pothole,major_district_road,0.019,3,MEDIUM
Longitudinal,city_road,0.319,5,LOW
Longitudinal,city_road,0.049,2,LOW
Alligator,city_road,0.332,1,LOW
Pothole,national_highway,0.142,3,HIGH
Pothole,state_highway,0.238,2,HIGH
Longitudinal,national_highway,0.093,3,LOW
Transverse,city_road,0.201,5,LOW
Pothole,city_road,0.235,4,MEDIUM
Pothole,city_road,0.186,1,MEDIUM
Longitudinal,city_road,0.107,4,LOW
Alligator,city_road,0.092,2,LOW
Pothole,city_road,0.28160995423997903,1,MEDIUM
Alligator,city_road,0.271,2,LOW
Transverse,state_highway,0.177,1,MEDIUM
Transverse,major_district_road,0.06291841952247339,3,LOW
Alligator,city_road,0.089,2,MEDIUM
Longitudinal,city_road,0.16,2,LOW
Pothole,rural_road,0.235,6,LOW
Alligator,city_road,0.249,2,LOW
Pothole,city_road,0.1504520152744223,5,MEDIUM
Alligator,state_highway,0.083,7,HIGH
Pothole,national_highway,0.293,2,HIGH
Pothole,national_highway,0.10120743725621952,7,HIGH
Pothole,national_highway,0.039,1,HIGH
Pothole,city_road,0.131,6,MEDIUM
Longitudinal,major_district_road,0.281,2,LOW
Alligator,national_highway,0.04160797785967765,2,HIGH
Longitudinal,rural_road,0.113,2,LOW
Alligator,city_road,0.287,3,MEDIUM
Alligator,major_district_road,0.188,2,MEDIUM
Alligator,city_road,0.14111041398238694,4,MEDIUM
Longitudinal,major_district_road,0.15390972731452615,2,LOW
Alligator,city_road,0.174,2,LOW
Pothole,city_road,0.19,4,MEDIUM
Alligator,major_district_road,0.11042421582010521,5,MEDIUM
Alligator,major_district_road,0.117,4,MEDIUM
Alligator,major_district_road,0.094,2,MEDIUM
Alligator,city_road,0.09,6,MEDIUM
Pothole,major_district_road,0.15,1,MEDIUM
Pothole,city_road,0.15449056924577237,1,MEDIUM
Alligator,state_highway,0.069,4,HIGH
Longitudinal,city_road,0.039,2,LOW
